Date,AABA,AAPL,AMZN,AXP,BA,CAT,CSCO,CVX,DIS,GE,GOOGL,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,VZ,WMT,XOM
2006-01-04,0.0014655596174724117,0.002805050927608743,-0.006959850935059908,-0.012054101756498792,0.010310097683174035,0.025114500121414807,0.022663859577212175,-0.002881602129582994,-0.01694605544755312,-0.0014146274816302373,0.0227390830923504,-0.013908647406320362,-0.018600634169549046,-0.0013413818242016262,0.013209205270923174,0.015296973266584857,-0.0142841671907048,-0.001957905667057336,0.008910067856552129,-0.005069076878946532,0.011536254230543719,0.004831825048157601,-0.004666364043764748,0.03186696297789382,0.0018696359657086603,0.011028331041477824,0.0024269892990611552,-0.006032665563092898,0.028874674302123093,0.0019448952646059503,0.0017088179141122595
2006-01-05,0.013575966083882562,-0.007497692105800535,0.008429976160459152,0.010531452052341628,-0.011872930991253305,0.0,0.027626066274931027,-0.012297336865017883,0.01735580755326538,-0.0025513833826131815,0.013417036947998007,-0.0003934993951535404,-0.009930568202600742,0.006688988150796327,0.013798609123429895,-0.004163336678243645,0.003024195853265965,0.004887595262535793,0.0011820332345546802,-0.009189598811952138,0.0015080684504940045,0.0007412898782748201,0.006526829696684722,0.0012212498973593888,-0.0032315701224288063,0.009630893060961654,-0.003075182483318173,-0.003744321036799114,0.01144686584780752,-0.013694377689559722,-0.004963638774687418
2006-01-06,0.03965589230117983,0.025082596881241148,0.004606373304206546,0.0034227072775023792,-0.01403230355908569,0.019713301261055527,0.022630276097838298,0.01805226134666249,0.013428482559473487,0.006789276432384472,0.031424869044504256,0.01406932696417229,0.007457156108082064,0.029264554777306273,0.0015214913547527686,0.004482876543559833,0.007021092031916698,0.009221128187034022,0.005889298529553333,0.008172692661018388,-0.0018099552452395251,-0.0029684622910988168,-0.003724399090982544,0.010924648404748716,-0.0010226692556551953,0.005522528903923352,0.019424320484847435,0.003210275630247672,-0.00889177023862775,0.004149836685989783,0.019540168051565665
2006-01-09,0.004848214506303794,-0.003676474729308765,-0.016640721012341597,0.024562967355115095,-0.008398543429096073,0.01803327556966039,0.015332047627638179,-0.0050761530318608195,0.010454457903858572,-0.0025405800538913503,0.0026567269343678035,0.011958634972382143,0.010837544497007467,-0.014465511901600614,0.006062921186808623,0.00621070552778491,0.016111390763545952,0.004819286435949088,0.018904154639152626,0.004947678979819514,0.016172859245600968,-0.0018597736437229173,0.014815085785140791,0.0,0.0074754000847834234,0.00042354934983013237,-0.024136328553298725,0.011331566009550542,0.004138156470272936,-0.003712199917516923,-0.0005049230099700708
2006-01-10,-0.010185273235781445,0.0615991224620136,-0.03084467535109825,-0.0029679116573295694,0.004787127441879591,-0.0040700096882968495,-0.004733114279133144,0.004907362416218142,0.01271877240777508,-0.005384737398145489,0.006100831653397698,0.012499210055729293,0.023724182149011508,0.004052448930864649,-0.013310711830779365,0.0017447859133303822,0.0014742017411877306,0.00096107647955046,0.0008639309392637351,-0.006220267596461326,-0.009852296443011888,0.005198674909237422,0.0018365478073012476,-0.016636618239243006,-0.0039006239568930567,-0.007224850806530458,0.019515174604122443,0.000703977501793851,0.004121102678323663,0.0032761850861051656,0.007714276055953206
2006-01-11,-0.026165311183312223,0.03738753207161993,-0.01589788395890901,-0.005401894480659752,0.014368063266919862,0.0004892766957267369,0.02241428212235963,0.010077344266623989,0.00943403223335837,0.006796967543886812,0.003990157259412541,-0.0004545454623716694,0.0271403088995541,0.0011887780762798172,0.0007654037878452868,-0.009554212804811613,-0.0007368292117715391,0.0009601536983434578,0.017123706078591816,-0.0020395163220099377,0.0038928032390299627,0.010683468715917854,0.0009170106098812525,0.012604354711304833,0.0035620426094906676,0.01607819699871582,-0.012212910918721676,-0.015245819141592065,0.01194982773390052,0.015363279564527765,0.006825965070400564
2006-01-12,-0.02368404565450133,0.0041614708412520685,-0.01276756059990225,0.00018675880155161195,-0.005865958590116627,0.014246638889035879,-0.010362787035546273,0.0008352126101494051,0.0031250025431353023,-0.0122108573879669,-0.01709078130511088,0.0021194467096705694,-0.009356793410881359,-0.007153959210140393,-0.00652468252141869,-0.004650798215427798,-0.018599420236265818,-0.005774799493884153,-0.015685477727700015,-0.008585943691171494,0.0005975500625963193,-0.005511680313524003,-0.011060020574936047,-0.006892384876810542,-0.011066768263559013,-0.005893513164550779,0.010934342740709369,-0.009332443899675802,0.0037441541399956257,-0.017983368399650868,-0.010507977598415152
2006-01-13,-0.024509210480732957,0.01565750981840619,0.0009013069560128706,-0.002056267665367706,-0.0030178940775229535,0.0019270922938305901,-0.014690715410003552,0.00781708762327682,0.0023373598487048675,0.002853068982406448,0.005629459872281473,0.007608036395982509,-0.015155393082403101,-0.004797898132748557,-0.006955205781403517,-0.0062888218229577575,-0.0007512207690205663,-0.0028999536997895703,-0.009240608635076697,-0.0025773210143000824,-0.000298730398039293,0.001840604237656418,-0.0009272137891920273,0.0036548264033764433,0.00835398260532294,-0.002536462995908373,-0.02575666802164367,0.0035997159101128773,0.002177633462814743,-0.00746108354733277,0.02205545002318665
2006-01-17,0.005249355886143725,-0.010686497096385583,-0.009049835519918226,-0.009022617599637517,-0.011435313147114101,0.01005675328838862,-0.012766130823036015,0.02454713335727554,-0.012529529614932589,-0.0045688257659093345,0.001840950964113297,-0.0050404470077634045,-0.008145708672433916,-0.002046098083997805,-0.010524361416664352,-0.008773411271635112,-0.005274406300102896,-0.006799443388923798,0.0034752424203037258,-0.005304365888130214,-0.007798479834579819,-0.007382831614465957,-0.01683856436282971,-0.015934964349967995,-0.004253515558056087,-0.01750685190792156,0.0009840906157485563,0.005732727989562925,-0.02199271801503455,-0.009961344129672867,0.009305429974171275
2006-01-18,-0.13114794047254952,-0.026802274379254865,0.0072464085207673,-0.0018900024526096182,-0.004084615452883966,-0.01005675328838862,0.002673083655300612,-0.005836592444451227,-0.006324131749467998,-0.0043023155420600645,-0.04868751320827247,-0.005596747327332174,0.002882538628159459,0.017437441709199142,-0.12151255219834889,0.006668317789212175,-0.009107070279747997,-0.0039062549670649815,0.00202166133838233,-0.0012980271812130795,-0.005434795985956864,-0.005945762592380888,0.0056444176196768225,-0.007856149564517523,-0.0017064850557586553,0.0021514638247270845,0.00360006934395507,0.00017861927349471785,-0.009254892929490666,-0.001558499703188776,-0.007339183232220492
