No Rebalance,Rebalance
1.6207690246027966,1.178468797553947
1.4766899342078204,0.9493376867601834
2.0869492659942566,1.3052072922971192
1.54897235714591,0.8539118743446751
1.3604899052629307,0.9462225569489606
1.6766399394752747,1.1692736929663976
1.597293081170392,1.1695626356730457
1.6183690039444947,1.0277125410336792
1.4004076514731518,0.9992332735339193
1.7020885022416152,1.182600664228289
1.7259045318784376,1.053610653407379
1.1388857183143306,0.7020180076032745
1.3543787601842419,0.8378125958372521
1.6275899034910277,1.1596811582983177
1.3449359333535793,0.8774683894655533
1.6817602958080915,1.1017014200484314
1.4382797597753252,0.87466948969506
1.5359496501903669,0.9668656907410291
1.6915485617195667,1.1683288064156663
1.642740142404855,1.1819205898231668
1.7578914037134257,1.1140397405336808
1.6035823454334703,0.9421236647436385
1.8465314817858758,1.3348229978220025
1.5277198583591827,0.9568773950996575
1.4381115464985794,0.9347945093399503
1.5268582949536733,1.0071269490263284
1.7963389135782417,1.0960990168254245
1.4658443591462402,0.9096717338182037
1.4037155572042983,0.8405427007874104
1.4200208909962977,0.8208052689493736
1.6246051500838015,0.9271993443996652
1.5890191197013164,1.01693474032899
1.7358696073224174,1.0183778224646434
1.549526289864836,1.0436968716568031
1.6008238716611967,1.0843768095168602
1.2671775684204638,0.8421359480197798
1.6524056819319064,1.132723002643683
1.5068973012088018,0.9733702426879022
1.497781993043374,1.032637833881319
1.7831219434007632,1.0727001831109357
1.6256705690771533,1.1459003587278513
1.4896310627927467,0.934773059070625
1.5626432245624664,1.0271292873130116
1.4634520508808275,0.9617626068073678
1.7509090110449779,1.157334994411982
1.3898709379293424,0.8475493977889
1.7196108506810739,1.178633742025328
1.50687658604013,1.0388509395841792
1.4932741665421592,0.8329095316720905
1.3983984062270003,0.9101920753654801
1.3582030665906315,0.8733374203243814
1.4233391151249744,0.8962109660878876
1.5627655251782167,1.07185577300745
1.708067731129567,1.1601589702759945
1.5239629883190555,0.9510029657987676
1.408959579374917,0.8169187384968817
1.372949285069112,0.8963690815089602
1.5569102546800992,1.0487534151543805
1.6895697521658763,1.3025032090245414
1.4305494455641046,0.8953904202655286
1.518878605913873,0.9459179359191133
1.4362827619458785,0.9399147688417072
1.6070365912381657,0.972170061734895
1.3849557918699547,0.8815225960980573
1.642326584504946,1.1464107546790814
1.4380642382971542,0.8648154686700664
1.4879421913742736,0.9823347885852511
1.6225263807995796,1.0396523984409316
1.1819066281998958,0.7012430268094891
1.578157527630075,1.0318350652643702
1.6565518745940122,1.0193808458170108
1.5003661143066718,1.0199533108331489
1.4462860051869,0.925243251257752
1.6626869595997416,0.9929001127939662
1.4822603799712017,0.9631141468412263
1.3894185931476577,0.8227967909311162
1.2465625830867102,0.7633175888618456
1.7993953681786539,1.0767685062833172
1.6524304604554447,1.1474959371854476
1.7645199652589896,1.2400911639693935
1.6267152740734094,0.999205984242675
1.5665371916452684,1.0453073440987575
1.6392137891971026,1.1370248380387376
1.3941483861487918,0.9559903138076974
1.5328644177777098,1.032832162057817
1.681083093677893,1.1444680658664326
1.3946997583946705,0.8605434569132527
1.509661228359366,0.9313233593732436
