Date,AABA,AAPL,AMZN,AXP,BA,CAT,CSCO,CVX,DIS,GE,GOOGL,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,VZ,WMT,XOM
2006-01-04,0.04102948139616301,0.08271255121706576,-0.3298600484272234,-0.5354259194778104,0.5563577369736163,1.236871901411645,1.2234595481107635,-0.19515948745668693,-1.0504866262757708,-0.07271623620250955,1.2086889537196401,-0.5981709714575897,-1.159955630487083,-0.1208258440570384,0.7207031208181901,1.5220319442086345,-0.5746236038256882,-0.20554322066640773,0.7129476557480069,-0.40697662276042773,0.7139783317750671,0.2546084617029936,-0.3148359677125292,2.3119155799122306,0.1550581147292759,0.6014172601126456,0.08779162860671923,-0.43570539662013225,2.155518585667374,0.1326661303896141,0.09794801037603197
2006-01-05,0.5420700203279966,-0.42048185035669133,0.28109697659886324,0.4346725885730605,-0.7101707065380399,-0.02588115704931514,1.5002619454863817,-0.7545632337122132,1.0171072005685218,-0.1334979537374359,0.694471050929752,-0.03723927543436844,-0.6399089073259709,0.47416556586674,0.7539645152749473,-0.4512188875819788,0.09200943536780076,0.4088570524874829,0.04938082884941184,-0.7096918664062085,0.07620628459709827,0.01268749899761416,0.34077165904383616,0.07048840857136353,-0.3190142923857457,0.5211074211952861,-0.17882834348779347,-0.2800021835350188,0.835056154322058,-1.1368140856934525,-0.34206813394379026
2006-01-06,1.641893745013306,1.188653810380892,0.12842572990148685,0.1269704995457243,-0.8319650115051365,0.9626173388144301,1.2215908660445582,1.0675899982286934,0.7767710531989165,0.36799671047877924,1.6921430126339196,0.571481559172467,0.41672658839126625,2.172674560130872,0.0651716010970583,0.42075751363647657,0.24759702464287275,0.7999817633075589,0.45295898451244293,0.5743218555345202,-0.13340896751953313,-0.20585927686410394,-0.25994556165067106,0.772777483250336,-0.11403046588575978,0.28565137655939543,0.9207621939250781,0.1953943069807812,-0.6771333074981442,0.3132491528427429,1.288348118517676
2006-01-09,0.18036896082644668,-0.23445502501609536,-0.7093888082202796,1.0484844751381068,-0.5136532418027733,0.8776129259556655,0.8169813759739755,-0.3260123890429098,0.5953999518662221,-0.1329206307893327,0.10684583639975356,0.48209578946556775,0.6242913026004987,-1.0830006389221634,0.3189780891540571,0.5959159022007489,0.6037801123088055,0.40270537169486537,1.5787280766288396,0.33412971763617494,1.011026034763838,-0.14062977433903015,0.8309819865733319,-0.017418427786569744,0.6788173759273632,-0.005236083027675141,-1.1859451912067205,0.7547435670668363,0.2881057239571575,-0.32882846470579047,-0.04836303801639747
2006-01-10,-0.43530413554576025,3.0556192595561176,-1.259632406226649,-0.14778659772656913,0.23839506105401378,-0.22755096473579092,-0.2803194735297796,0.2715926647009078,0.7334403156238576,-0.2846954554586587,0.29424230922903793,0.5049706536353373,1.4220318737286513,0.2782903033218561,-0.7557703596340758,0.14380307825076757,0.03183979783650655,0.05592823128998062,0.0221767431057675,-0.4916747560391103,-0.6386050684498238,0.2763529573319302,0.06515901248770326,-1.2043081143873056,-0.3810125400026484,-0.43879174253103204,0.9252527380240972,0.02368970811966469,0.2868341650045724,0.24165012099901642,0.4964970924446311
2006-01-11,-1.0796725801239777,1.8101626251882088,-0.6803965994642615,-0.2519719434058462,0.7911003957687013,-0.001582083646829555,1.2095738352877001,0.5834162824654512,0.5332934060242985,0.3684115749642474,0.17932228135635506,-0.03979000890577864,1.6352348903474019,0.06612511746383946,0.023028013470016,-0.9910888947919477,-0.05382956129102991,0.055845451356031466,1.4238550114898143,-0.1836121084938036,0.22729141569851202,0.6024091817266904,0.011276112793514119,0.895040625816952,0.312874221654861,0.8925670647316254,-0.6183889152321772,-1.0589928675464444,0.8728427417799999,1.237808490524035,0.4373938594296177
2006-01-12,-0.9802937295076865,0.14934825013636666,-0.5579862437633096,-0.012374719989099088,-0.36997493913724583,0.6865430049288558,-0.5842539197416166,0.027116430731907018,0.1507086144487078,-0.6472061822037833,-0.9552610273207763,0.06789628024790856,-0.605333496702051,-0.5485239980083325,-0.38168374648577613,-0.5001555609176981,-0.7390367398413562,-0.5462967415098833,-1.381257385400528,-0.665422126405251,0.01861527177923399,-0.3552161289800081,-0.6860452392814183,-0.5115318035978393,-1.0424723003725815,-0.36356197666225964,0.5029328904570073,-0.6596020424228686,0.25873379430325494,-1.4815075291624027,-0.7054636111115735
2006-01-13,-1.013370336516419,0.7177485023833561,-0.01895666801874845,-0.10869883587911458,-0.20796359227990682,0.06989336148932998,-0.8167493050301586,0.44689222422619657,0.10311456602158779,0.15609278421342943,0.26855645849918736,0.298446291391527,-0.9538433452652813,-0.37546105348565034,-0.40549226141180095,-0.6644234767737843,-0.05438656123618212,-0.2897655670863419,-0.837474823954784,-0.2233129803730668,-0.0380239897492848,0.07760554743254901,-0.09664224386823475,0.2459802092257391,0.7611718044508412,-0.17342018900107967,-1.2625525819615597,0.22211321819340088,0.14206783938683865,-0.6332197998392068,1.457980197061318
2006-01-17,0.1969241974624143,-0.575178000047061,-0.4121070559387473,-0.4064866460131892,-0.6854558398502439,0.4759670250623267,-0.7134852620588846,1.4647699489515889,-0.7882352132734347,-0.24119951919346644,0.06255327977772006,-0.23096163130495187,-0.532288914078378,-0.17281245130131007,-0.6024771361486644,-0.9130755451168517,-0.22905193299537419,-0.6375506885038211,0.24575218407816965,-0.42429579227984254,-0.5099764302670072,-0.46486188926078303,-1.01950591518101,-1.1546485381893543,-0.41369673207643126,-1.0164343522845354,0.017730791797459972,0.36864067983823207,-1.635036022153119,-0.8355955513394236,0.60249488916178
2006-01-18,-5.066266434470278,-1.3494889114358182,0.23377633828190933,-0.10156618491619408,-0.26869778948968903,-0.5227076689778195,0.12214097755077802,-0.37128760928595245,-0.4177988950717751,-0.2269842703349763,-2.6116404473313195,-0.2540924507574845,0.1369480004272933,1.27806147542041,-6.389977215572031,0.6423569864946811,-0.3764353433853911,-0.3796447742618401,0.12122734398792362,-0.12884017749342472,-0.36161374997426143,-0.38067077074682953,0.288820155119084,-0.580352856934861,-0.17753629491593978,0.09317217339657893,0.1448258044209848,-0.012247663588671296,-0.7038532153911818,-0.1534415708603189,-0.49801640283493653
